Duration(s),SkillName,BagName,IsValid,FailReason,Operator,Size(MB),Station,Start_Time,SkillCode
104.22,Package Cotton set,SKILL_009_20260217_095907,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,733.6,01,2026-02-17T09:59:07Z,SKILL_009
92.31,Build Up Box (Mailer),SKILL_021_20260217_105851,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,628.3,01,2026-02-17T10:58:51Z,SKILL_021
90.41,Fold a T Shirt,SKILL_028_20260216_102710,False,BAD_HZ /camera_fisheye_r/ffmpeg (22.3/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (10.2/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.2/30.0) | BAD_HZ /camera_r/ffmpeg (18.8/30.0),l_aguilera,722.35,05,2026-02-16T10:27:10Z,SKILL_028
479.51,Insert allen keys in package,SKILL_005_20260217_090922,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3415.39,01,2026-02-17T09:09:22Z,SKILL_005
207.04,Built up box (Present),SKILL_023_20260217_092635,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,1627.67,01,2026-02-17T09:26:35Z,SKILL_023
137.38,Fasten nuts onto bolts,SKILL_014_20260216_092943,False,BAD_HZ /camera_r/depth/image_rect_raw (12.7/30.0) | BAD_HZ /camera_fisheye_l/ffmpeg (14.3/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.0/30.0),l_aguilera,976.15,05,2026-02-16T09:29:44Z,SKILL_014
298.91,Put pasta in ziploc bags,SKILL_017_20260216_140519,True,BAD_HZ /gripper_r/data (101.7/120.0) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.8/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (13.2/30.0),l_aguilera,1767.45,05,2026-02-16T14:05:19Z,SKILL_017
313.42,Put pasta in jars,SKILL_012_20260216_090543,True,BAD_HZ /camera_l/depth/image_rect_raw (15.5/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (16.0/30.0),l_aguilera,3222.47,05,2026-02-16T09:05:43Z,SKILL_012
130.13,Built up box (Present),SKILL_023_20260217_144149,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (25.1/30.0),c_becerra,938.81,01,2026-02-17T14:41:49Z,SKILL_023
180.2,Set Screwdriver package,SKILL_004_20260216_073523,False,BAD_HZ /camera_l/depth/image_rect_raw (15.3/30.0) | BAD_HZ /gripper_l/data (87.4/120.0) | BAD_HZ /pika_pose_r (83.5/100.0) | BAD_HZ /camera_r/depth/image_rect_raw (14.0/30.0) | BAD_HZ /gripper_r/data (86.4/120.0),l_aguilera,2223.37,05,2026-02-16T07:35:23Z,SKILL_004
394.95,Button a shirt,SKILL_029_20260217_100538,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3282.14,01,2026-02-17T10:05:38Z,SKILL_029
127.42,Put pasta in jars,SKILL_012_20260216_121601,False,BAD_HZ /camera_l/depth/image_rect_raw (12.4/30.0) | BAD_HZ /gripper_l/data (76.5/120.0) | BAD_HZ /pika_pose_r (72.5/100.0) | BAD_HZ /pika_pose_l (74.3/100.0) | BAD_HZ /camera_r/depth/image_rect_raw (13.0/30.0) | BAD_HZ /gripper_r/data (75.2/120.0),l_aguilera,919.29,05,2026-02-16T12:16:01Z,SKILL_012
247.71,Tie Shoelaces,SKILL_034_20260216_131300,False,BAD_HZ /gripper_l/data (94.7/120.0) | BAD_HZ /camera_r/depth/image_rect_raw (13.1/30.0) | BAD_HZ /gripper_r/data (94.0/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.1/30.0),l_aguilera,1824.67,05,2026-02-16T13:13:02Z,SKILL_034
614.33,Separate tongue depressors by color,SKILL_007_20260217_093148,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,5016.08,01,2026-02-17T09:31:48Z,SKILL_007
45.34,Build Up Box (Mailer),SKILL_021_20260216_083135,False,TOO_SHORT (45.4s < 90.0s) | BAD_HZ /camera_r/depth/image_rect_raw (13.8/30.0) | BAD_HZ /gripper_r/data (90.5/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.7/30.0) | BAD_HZ /gripper_l/data (91.9/120.0),l_aguilera,454.77,05,2026-02-16T08:31:35Z,SKILL_021
256.72,Fasten nuts onto bolts,SKILL_014_20260216_143249,False,BAD_HZ /camera_l/depth/image_rect_raw (13.5/30.0) | BAD_HZ /gripper_l/data (85.4/120.0) | BAD_HZ /pika_pose_r (81.2/100.0) | BAD_HZ /pika_pose_l (83.1/100.0) | BAD_HZ /camera_r/depth/image_rect_raw (12.5/30.0) | BAD_HZ /gripper_r/data (84.5/120.0),l_aguilera,1808.38,05,2026-02-16T14:32:50Z,SKILL_014
464.13,Close bags with twist ties,SKILL_018_20260217_102401,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3621.75,01,2026-02-17T10:24:01Z,SKILL_018
36.44,Build Up Box (Mailer),SKILL_021_20260217_105810,False,TOO_SHORT (36.4s < 90.0s) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,171.42,01,2026-02-17T10:58:10Z,SKILL_021
225.58,Pack up Clothes in a paper bag,SKILL_032_20260217_143220,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (24.7/30.0),c_becerra,1616.84,01,2026-02-17T14:32:20Z,SKILL_032
458.38,Tie Shoelaces,SKILL_034_20260217_111516,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3826.82,01,2026-02-17T11:15:16Z,SKILL_034
473.82,Tie Shoelaces,SKILL_034_20260217_141643,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),c_becerra,3868.92,01,2026-02-17T14:16:43Z,SKILL_034
444.72,Button a shirt,SKILL_029_20260217_122057,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3770.54,01,2026-02-17T12:20:58Z,SKILL_029
108.47,Organize beads per color,SKILL_001_20260217_094854,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,836.31,02,2026-02-17T09:48:54Z,SKILL_001
497.08,Organize beads per color,SKILL_001_20260217_095140,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3567.9,02,2026-02-17T09:51:40Z,SKILL_001
142.46,Built up box (Present),SKILL_023_20260217_143824,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (24.7/30.0),c_becerra,1005.17,01,2026-02-17T14:38:24Z,SKILL_023
359.02,Insert allen keys in package,SKILL_005_20260217_092858,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2651.29,02,2026-02-17T09:28:58Z,SKILL_005
364.67,Tie Shoelaces,SKILL_034_20260217_112323,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,2736.65,01,2026-02-17T11:23:24Z,SKILL_034
550.34,Organize beads per color,SKILL_001_20260217_100625,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3648.2,02,2026-02-17T10:06:25Z,SKILL_001
221.72,Insert allen keys in package,SKILL_005_20260217_074412,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1567.38,02,2026-02-17T07:44:12Z,SKILL_005
252.63,Insert allen keys in package,SKILL_005_20260217_093610,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1821.19,02,2026-02-17T09:36:10Z,SKILL_005
169.48,Build Up Box (Mailer),SKILL_021_20260217_142644,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),c_becerra,1145.19,01,2026-02-17T14:26:44Z,SKILL_021
411.22,Tie Shoelaces,SKILL_034_20260217_101406,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3422.3,01,2026-02-17T10:14:06Z,SKILL_034
136.92,Put pasta in plastic containers,SKILL_019_20260217_075819,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,1155.78,01,2026-02-17T07:58:19Z,SKILL_019
153.14,Insert allen keys in package,SKILL_005_20260217_074101,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1002.88,02,2026-02-17T07:41:01Z,SKILL_005
529.73,Separate tongue depressors by color,SKILL_007_20260217_101659,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3955.21,02,2026-02-17T10:16:59Z,SKILL_007
468.72,Separate tongue depressors by color,SKILL_007_20260217_081002,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3367.96,02,2026-02-17T08:10:02Z,SKILL_007
490.58,Separate tongue depressors by color,SKILL_007_20260217_133016,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3694.36,02,2026-02-17T13:30:16Z,SKILL_007
515.78,Separate tongue depressors by color,SKILL_007_20260217_075951,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3655.79,02,2026-02-17T07:59:51Z,SKILL_007
210.09,Insert allen keys in package,SKILL_005_20260217_073652,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1461.68,02,2026-02-17T07:36:52Z,SKILL_005
488.18,Tie Shoelaces,SKILL_034_20260217_073556,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,4057.0,01,2026-02-17T07:35:56Z,SKILL_034
284.28,Package Cotton set,SKILL_009_20260217_083706,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2255.8,02,2026-02-17T08:37:06Z,SKILL_009
539.96,Organize beads per color,SKILL_001_20260217_072636,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,3686.79,02,2026-02-17T07:26:36Z,SKILL_001
444.93,Button a shirt,SKILL_029_20260217_081313,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,3812.71,01,2026-02-17T08:13:13Z,SKILL_029
314.11,Insert allen keys in package,SKILL_005_20260217_122146,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2176.9,02,2026-02-17T12:21:46Z,SKILL_005
280.06,Package Cotton set,SKILL_009_20260217_131747,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2192.96,02,2026-02-17T13:17:47Z,SKILL_009
268.86,Package earphones,SKILL_010_20260217_074915,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1974.84,02,2026-02-17T07:49:15Z,SKILL_010
277.4,Package earphones,SKILL_010_20260217_075427,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2069.76,02,2026-02-17T07:54:27Z,SKILL_010
616.53,Package Cotton set,SKILL_009_20260217_124446,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,4803.1,01,2026-02-17T12:44:46Z,SKILL_009
391.33,Put pasta in plastic containers,SKILL_019_20260217_133734,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),c_becerra,3190.38,01,2026-02-17T13:37:34Z,SKILL_019
141.96,Built up box (Present),SKILL_023_20260217_144519,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (24.6/30.0),c_becerra,1026.61,01,2026-02-17T14:45:19Z,SKILL_023
689.37,Organize beads per color,SKILL_001_20260217_071415,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,4767.27,02,2026-02-17T07:14:16Z,SKILL_001
318.61,Insert allen keys in package,SKILL_005_20260217_094106,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2207.71,02,2026-02-17T09:41:06Z,SKILL_005
234.46,Package Cotton set,SKILL_009_20260217_083218,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1774.86,02,2026-02-17T08:32:18Z,SKILL_009
271.35,Package earphones,SKILL_010_20260217_112132,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2066.38,02,2026-02-17T11:21:32Z,SKILL_010
286.36,Package Cotton set,SKILL_009_20260217_104634,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2103.09,02,2026-02-17T10:46:34Z,SKILL_009
233.98,Insert allen keys in package,SKILL_005_20260217_122953,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1510.17,02,2026-02-17T12:29:53Z,SKILL_005
329.29,Put pasta in plastic containers,SKILL_019_20260217_102804,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2488.73,02,2026-02-17T10:28:04Z,SKILL_019
218.42,Put pasta in plastic containers,SKILL_019_20260217_104026,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1694.54,02,2026-02-17T10:40:26Z,SKILL_019
389.93,Package earphones,SKILL_010_20260217_140540,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),e_cabezas,2783.48,02,2026-02-17T14:05:40Z,SKILL_010
311.34,Put pasta in plastic containers,SKILL_019_20260217_082448,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2387.9,02,2026-02-17T08:24:48Z,SKILL_019
212.64,Put pasta in ziploc bags,SKILL_017_20260217_084421,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1681.93,02,2026-02-17T08:44:21Z,SKILL_017
130.1,Built up box (Present),SKILL_023_20260217_090556,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1017.29,02,2026-02-17T09:05:56Z,SKILL_023
147.55,Build Up Box (Mailer),SKILL_021_20260217_105242,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),c_becerra,1020.58,01,2026-02-17T10:52:42Z,SKILL_021
30.92,Button a shirt,SKILL_029_20260217_121824,False,TOO_SHORT (30.9s < 90.0s) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /pika_pose_l (73.9/100.0),c_becerra,206.57,01,2026-02-17T12:18:24Z,SKILL_029
25.15,Organize beads per color,SKILL_001_20260217_095111,False,TOO_SHORT (25.1s < 90.0s) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,176.4,02,2026-02-17T09:51:11Z,SKILL_001
152.2,Button a shirt,SKILL_029_20260217_134029,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1043.6,02,2026-02-17T13:40:29Z,SKILL_029
310.15,Package Cotton set,SKILL_009_20260217_105310,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2402.6,02,2026-02-17T10:53:10Z,SKILL_009
281.36,Insert allen keys in package,SKILL_005_20260217_123536,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1849.97,02,2026-02-17T12:35:36Z,SKILL_005
270.3,Insert allen keys in package,SKILL_005_20260217_124247,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1827.65,02,2026-02-17T12:42:47Z,SKILL_005
367.07,Close bags with twist ties,SKILL_018_20260217_110538,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2755.85,02,2026-02-17T11:05:38Z,SKILL_018
289.08,Put pasta in plastic containers,SKILL_019_20260217_103500,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2080.94,02,2026-02-17T10:35:00Z,SKILL_019
138.85,Fold a shirt,SKILL_030_20260217_085031,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1078.27,02,2026-02-17T08:50:31Z,SKILL_030
100.16,Package Cotton set,SKILL_009_20260217_130938,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,827.61,02,2026-02-17T13:09:38Z,SKILL_009
133.95,Built up box (Present),SKILL_023_20260217_090922,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1064.4,02,2026-02-17T09:09:22Z,SKILL_023
383.72,Separate tongue depressors by color,SKILL_007_20260217_103626,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,3303.64,03,2026-02-17T10:36:26Z,SKILL_007
327.63,Separate tongue depressors by color,SKILL_007_20260217_145202,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),e_cabezas,2387.39,02,2026-02-17T14:52:02Z,SKILL_007
271.48,Package earphones,SKILL_010_20260217_111540,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1966.74,02,2026-02-17T11:15:40Z,SKILL_010
591.32,Package Cotton set,SKILL_009_20260217_102533,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,5761.45,03,2026-02-17T10:25:33Z,SKILL_009
204.36,Button a shirt,SKILL_029_20260217_085332,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1425.38,02,2026-02-17T08:53:32Z,SKILL_029
457.41,Separate tongue depressors by color,SKILL_007_20260217_152224,True,BAD_HZ /camera_r/depth/image_rect_raw (24.5/30.0),d_vargas,4925.94,03,2026-02-17T15:22:24Z,SKILL_007
570.95,Package Cotton set,SKILL_009_20260217_143343,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),e_cabezas,4855.55,02,2026-02-17T14:33:43Z,SKILL_009
504.42,Organize screwdriver bits,SKILL_003_20260217_150809,True,BAD_HZ /camera_r/depth/image_rect_raw (24.7/30.0),d_vargas,4913.36,03,2026-02-17T15:08:09Z,SKILL_003
328.52,Package Cotton set,SKILL_009_20260217_135306,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,2826.16,03,2026-02-17T13:53:06Z,SKILL_009
195.23,Put pasta in plastic containers,SKILL_019_20260217_130022,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1563.57,02,2026-02-17T13:00:22Z,SKILL_019
266.97,Package Cotton set,SKILL_009_20260217_145203,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,2448.62,03,2026-02-17T14:52:03Z,SKILL_009
161.77,Package Cotton set,SKILL_009_20260217_131759,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,1490.82,03,2026-02-17T13:17:59Z,SKILL_009
386.14,Package earphones,SKILL_010_20260217_154122,False,BAD_HZ /camera_r/depth/image_rect_raw (24.8/30.0),d_vargas,3761.83,03,2026-02-17T15:41:22Z,SKILL_010
646.5,Built up box (Present),SKILL_023_20260217_142119,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),e_cabezas,4698.59,02,2026-02-17T14:21:19Z,SKILL_023
476.31,Separate tongue depressors by color,SKILL_007_20260217_132101,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,4504.61,03,2026-02-17T13:21:01Z,SKILL_007
473.42,Fasten nuts onto bolts,SKILL_014_20260217_105400,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,4445.91,03,2026-02-17T10:54:00Z,SKILL_014
409.09,Package Cotton set,SKILL_009_20260217_130711,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,3392.45,03,2026-02-17T13:07:11Z,SKILL_009
568.11,Fasten nuts onto bolts,SKILL_014_20260217_123824,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,5505.99,03,2026-02-17T12:38:24Z,SKILL_014
441.04,Fasten nuts onto bolts,SKILL_014_20260217_132956,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,4274.79,03,2026-02-17T13:29:56Z,SKILL_014
774.08,Tie Shoelaces,SKILL_034_20260217_091431,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,6281.98,02,2026-02-17T09:14:31Z,SKILL_034
198.54,Package Cotton set,SKILL_009_20260217_131424,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,1622.82,03,2026-02-17T13:14:24Z,SKILL_009
467.65,Organize screwdriver bits,SKILL_003_20260217_142248,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,4500.79,03,2026-02-17T14:22:48Z,SKILL_003
190.68,Put pasta in plastic containers,SKILL_019_20260217_125542,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1478.78,02,2026-02-17T12:55:42Z,SKILL_019
303.29,Package earphones,SKILL_010_20260217_132406,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2135.25,02,2026-02-17T13:24:06Z,SKILL_010
352.06,Thread a needle,SKILL_015_20260217_160745,True,,d_vargas,3558.2,03,2026-02-17T16:07:46Z,SKILL_015
338.11,Put pasta in ziploc bags,SKILL_017_20260217_143322,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,3205.04,03,2026-02-17T14:33:22Z,SKILL_017
536.4,Fasten nuts onto bolts,SKILL_014_20260217_144110,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,5348.67,03,2026-02-17T14:41:10Z,SKILL_014
38.85,Fasten nuts onto bolts,SKILL_014_20260217_130525,False,TOO_SHORT (38.8s < 90.0s) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,345.17,03,2026-02-17T13:05:25Z,SKILL_014
164.37,Fasten nuts onto bolts,SKILL_014_20260217_155623,True,BAD_HZ /camera_r/depth/image_rect_raw (24.5/30.0),d_vargas,1664.76,03,2026-02-17T15:56:23Z,SKILL_014
105.36,Open locks with their keys,SKILL_020_20260217_141128,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,958.95,03,2026-02-17T14:11:28Z,SKILL_020
138.39,Open locks with their keys,SKILL_020_20260217_141357,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,1286.29,03,2026-02-17T14:13:57Z,SKILL_020
112.44,Package earphones,SKILL_010_20260217_154813,True,BAD_HZ /camera_r/depth/image_rect_raw (24.0/30.0),d_vargas,1040.98,03,2026-02-17T15:48:13Z,SKILL_010
307.91,Fasten nuts onto bolts,SKILL_014_20260217_155110,True,BAD_HZ /camera_r/depth/image_rect_raw (24.1/30.0),d_vargas,3003.26,03,2026-02-17T15:51:10Z,SKILL_014
535.24,Button a shirt,SKILL_029_20260217_134701,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),e_cabezas,4286.06,02,2026-02-17T13:47:01Z,SKILL_029
285.06,Fasten nuts onto bolts,SKILL_014_20260217_112250,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,2791.28,03,2026-02-17T11:22:50Z,SKILL_014
382.21,Package Cotton set,SKILL_009_20260217_110743,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,3361.1,03,2026-02-17T11:07:43Z,SKILL_009
112.01,Open locks with their keys,SKILL_020_20260217_141724,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,1028.04,03,2026-02-17T14:17:24Z,SKILL_020
81.9,Built up box (Present),SKILL_023_20260217_073114,True,TOO_SHORT (81.9s < 90.0s),l_aguilera,839.77,03,2026-02-17T07:31:14Z,SKILL_023
116.54,Open locks with their keys,SKILL_020_20260217_165245,True,,d_vargas,1188.6,03,2026-02-17T16:52:45Z,SKILL_020
90.49,Built up box (Present),SKILL_023_20260217_073321,True,,l_aguilera,911.78,03,2026-02-17T07:33:21Z,SKILL_023
103.4,Built up box (Present),SKILL_023_20260217_095043,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,999.58,03,2026-02-17T09:50:43Z,SKILL_023
98.54,Built up box (Present),SKILL_023_20260217_095300,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,934.16,03,2026-02-17T09:53:00Z,SKILL_023
322.74,Package Cotton set,SKILL_009_20260217_111454,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,2614.2,03,2026-02-17T11:14:54Z,SKILL_009
643.4,Fasten nuts onto bolts,SKILL_014_20260217_121645,False,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,6242.36,03,2026-02-17T12:16:45Z,SKILL_014
113.9,Open locks with their keys,SKILL_020_20260217_163136,True,,d_vargas,1143.0,03,2026-02-17T16:31:36Z,SKILL_020
93.78,Fasten nuts onto bolts,SKILL_014_20260217_133829,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,891.52,03,2026-02-17T13:38:29Z,SKILL_014
96.78,Built up box (Present),SKILL_023_20260217_095514,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,908.4,03,2026-02-17T09:55:14Z,SKILL_023
195.98,Put hooks on shower courtain,SKILL_024_20260217_074533,True,,l_aguilera,1815.22,03,2026-02-17T07:45:33Z,SKILL_024
264.53,Insert allen keys in package,SKILL_005_20260217_124807,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1920.3,02,2026-02-17T12:48:07Z,SKILL_005
278.46,Put pasta in plastic containers,SKILL_019_20260217_081914,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,2164.31,02,2026-02-17T08:19:14Z,SKILL_019
225.54,Package Cotton set,SKILL_009_20260217_131255,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),n_mora,1752.48,02,2026-02-17T13:12:55Z,SKILL_009
361.45,Built up box (Present),SKILL_023_20260217_141402,False,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),e_cabezas,2585.65,02,2026-02-17T14:14:02Z,SKILL_023
430.3,Separate tongue depressors by color,SKILL_007_20260217_125014,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),e_cabezas,3564.82,03,2026-02-17T12:50:14Z,SKILL_007
506.31,Package Cotton set,SKILL_009_20260217_153142,True,BAD_HZ /camera_r/depth/image_rect_raw (24.3/30.0),d_vargas,4665.2,03,2026-02-17T15:31:42Z,SKILL_009
94.72,Built up box (Present),SKILL_023_20260217_073532,True,,l_aguilera,950.21,03,2026-02-17T07:35:32Z,SKILL_023
546.43,Put pasta in ziploc bags,SKILL_017_20260217_162036,True,,d_vargas,5905.17,03,2026-02-17T16:20:36Z,SKILL_017
186.84,Put hooks on shower courtain,SKILL_024_20260217_094014,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),l_aguilera,1669.18,03,2026-02-17T09:40:14Z,SKILL_024
157.74,Put hooks on shower courtain,SKILL_024_20260217_164735,True,,d_vargas,1534.88,03,2026-02-17T16:47:35Z,SKILL_024
164.71,Fold a T Shirt,SKILL_028_20260217_090922,True,,l_aguilera,1618.46,03,2026-02-17T09:09:22Z,SKILL_028
177.79,Fold a T Shirt,SKILL_028_20260217_090550,True,,l_aguilera,1764.08,03,2026-02-17T09:05:50Z,SKILL_028
157.13,Fold a T Shirt,SKILL_028_20260217_091634,True,,l_aguilera,1595.24,03,2026-02-17T09:16:34Z,SKILL_028
135.22,Button a shirt,SKILL_029_20260217_071652,True,,l_aguilera,1620.78,03,2026-02-17T07:16:52Z,SKILL_029
